ANG,BTSW,DRC,LES,MAL,MOZ,NAM,STAF,SWA,TAN,ZAM,ZIM
1508.458685,325.5877445,1390.233482,68.14094713,270.9821805,1819.883127,170.8136702,25982.976,68.40454847,952.9188544,1882.32651,1102.347078
1535.240608,308.3790897,1414.916377,69.35075528,275.7933324,1826.8939,173.8463807,26482.465,69.61903673,969.8374481,1782.837792,1044.083489
1533.31385,310.444123,1413.140628,69.26371869,275.4472062,1842.919807,173.6282,26857.56,69.53166344,968.6202826,1794.776408,1051.075102
1541.020882,311.8208207,1420.243623,69.61186509,276.8317111,1827.750249,174.5009229,26844.441,69.88115663,973.488945,1802.735535,1055.736207
1537.167366,311.8208207,1416.692125,69.43779188,276.1394586,1816.813134,174.0645615,26712.885,69.70641003,971.0546137,1802.735535,1055.736207
1493.044621,286.3520062,1376.027494,67.44465436,268.2131709,1816.813134,169.0682245,26469.854,67.70556211,943.18153,1655.492203,969.5060781
1477.823245,276.7151665,1361.99909,66.75706577,265.4787761,1830.083899,167.3445981,26319.511,67.0153136,933.5659294,1599.778561,936.8784922
1477.823245,267.7666625,1361.99909,66.75706577,265.4787761,1804.670652,167.3445981,26297.083,67.0153136,933.5659294,1548.044407,906.5814143
1460.482424,276.7151665,1346.017353,65.9737364,262.3636403,1787.526334,165.3809717,26445.561,66.22895395,922.6114394,1599.778561,936.8784922
1416.552366,300.1189301,1305.530307,63.98930305,254.4719672,1787.081627,160.4064541,26300.39,64.23684387,894.8600793,1735.083178,1016.116949
1431.773742,321.4576691,1319.55871,64.67689163,257.2063621,1872.139362,162.1300804,26103.485,64.92709237,904.4756799,1858.449227,1088.363822
1537.167366,337.2896263,1416.692125,69.43779188,276.1394586,1956.656723,174.0645615,27006.556,69.70641003,971.0546137,1949.978818,1141.966306
1569.729593,325.5877445,1446.702293,70.90871117,281.9889945,1958.751505,177.7518176,26521.679,71.18301953,991.6247229,1882.32651,1102.347078
1458.748353,276.7151665,1344.41919,65.89540399,262.0521288,1932.439017,165.1846104,24869.837,66.15031851,921.5159978,1599.778561,936.8784922
1305.571098,249.8696544,1203.247177,58.97599455,234.5350963,1870.55656,147.8392436,23287.402,59.20414153,824.7513358,1444.576101,845.9872585
1175.32225,256.7531164,1083.206561,53.09232007,211.1369634,1786.853768,133.0902259,22013.864,53.29770622,742.4709364,1484.371588,869.292694
1089.196147,249.8696544,1003.830577,49.20178314,195.6651182,1732.803072,123.3375453,21627.338,49.39211885,688.063621,1444.576101,845.9872585
1070.121255,260.1948473,986.2506772,48.34012136,192.238471,1702.062166,121.1775576,21278.455,48.52712376,676.0136894,1504.269332,880.9454117
1054.899879,249.8696544,972.2222741,47.65253277,189.5040762,1686.653702,119.4539313,21032.428,47.83687526,666.3980889,1444.576101,845.9872585
1041.412574,256.0647807,959.7920339,47.04327659,187.0811928,1680.642477,117.9266663,21054.069,47.22526219,657.8779299,1480.3921,866.9621859
1064.340981,259.5065117,980.9234312,48.07901156,191.2000924,1680.19777,120.5230154,21212.612,48.26500387,672.3621926,1500.289844,878.6149036
1140.833295,264.3249315,1051.420672,51.53436552,204.9413066,1677.605567,129.1847925,21711.038,51.73372477,720.6836803,1528.146665,894.9286966
1313.085442,287.0403594,1210.172586,59.31543674,235.8849863,1698.341663,148.690147,22723.384,59.54489684,829.498274,1659.471792,971.8366454
1406.918577,333.8478953,1296.651564,63.55412007,252.7413363,1789.22916,159.3155505,24095.702,63.79997741,888.7742517,1930.081074,1130.313588
1508.458685,325.5877445,1390.233482,68.14094713,270.9821805,1819.883127,170.8136702,25838.071,68.40454847,952.9188544,1882.32651,1102.347078
1535.240608,308.3790897,1414.916377,69.35075528,275.7933324,1826.8939,173.8463807,26567.237,69.61903673,969.8374481,1782.837792,1044.083489
1533.31385,310.444123,1413.140628,69.26371869,275.4472062,1842.919807,173.6282,26669.905,69.53166344,968.6202826,1794.776408,1051.075102
1541.020882,311.8208207,1420.243623,69.61186509,276.8317111,1827.750249,174.5009229,26651.823,69.88115663,973.488945,1802.735535,1055.736207
1537.167366,311.8208207,1416.692125,69.43779188,276.1394586,1816.813134,174.0645615,26551.203,69.70641003,971.0546137,1802.735535,1055.736207
1493.044621,286.3520062,1376.027494,67.44465436,268.2131709,1816.813134,169.0682245,26089.407,67.70556211,943.18153,1655.492203,969.5060781
1477.823245,276.7151665,1361.99909,66.75706577,265.4787761,1830.083899,167.3445981,25535.208,67.0153136,933.5659294,1599.778561,936.8784922
1477.823245,267.7666625,1361.99909,66.75706577,265.4787761,1804.670652,167.3445981,25504.896,67.0153136,933.5659294,1548.044407,906.5814143
1460.482424,276.7151665,1346.017353,65.9737364,262.3636403,1787.526334,165.3809717,25614.585,66.22895395,922.6114394,1599.778561,936.8784922
1416.552366,300.1189301,1305.530307,63.98930305,254.4719672,1787.081627,160.4064541,25549.315,64.23684387,894.8600793,1735.083178,1016.116949
1431.773742,321.4576691,1319.55871,64.67689163,257.2063621,1872.139362,162.1300804,25745.041,64.92709237,904.4756799,1858.449227,1088.363822
1537.167366,337.2896263,1416.692125,69.43779188,276.1394586,1956.656723,174.0645615,26631.771,69.70641003,971.0546137,1949.978818,1141.966306
1569.729593,325.5877445,1446.702293,70.90871117,281.9889945,1958.751505,177.7518176,26505.903,71.18301953,991.6247229,1882.32651,1102.347078
1458.748353,276.7151665,1344.41919,65.89540399,262.0521288,1932.439017,165.1846104,24986.856,66.15031851,921.5159978,1599.778561,936.8784922
1305.571098,249.8696544,1203.247177,58.97599455,234.5350963,1870.55656,147.8392436,23275.803,59.20414153,824.7513358,1444.576101,845.9872585
1175.32225,256.7531164,1083.206561,53.09232007,211.1369634,1786.853768,133.0902259,22099.697,53.29770622,742.4709364,1484.371588,869.292694
1089.196147,249.8696544,1003.830577,49.20178314,195.6651182,1732.803072,123.3375453,21370.238,49.39211885,688.063621,1444.576101,845.9872585
1070.121255,260.1948473,986.2506772,48.34012136,192.238471,1702.062166,121.1775576,20926.197,48.52712376,676.0136894,1504.269332,880.9454117
1054.899879,249.8696544,972.2222741,47.65253277,189.5040762,1686.653702,119.4539313,20679.253,47.83687526,666.3980889,1444.576101,845.9872585
1041.412574,256.0647807,959.7920339,47.04327659,187.0811928,1680.642477,117.9266663,20621.824,47.22526219,657.8779299,1480.3921,866.9621859
1064.340981,259.5065117,980.9234312,48.07901156,191.2000924,1680.19777,120.5230154,20751.734,48.26500387,672.3621926,1500.289844,878.6149036
1140.833295,264.3249315,1051.420672,51.53436552,204.9413066,1677.605567,129.1847925,21139.103,51.73372477,720.6836803,1528.146665,894.9286966
1313.085442,287.0403594,1210.172586,59.31543674,235.8849863,1698.341663,148.690147,22203.425,59.54489684,829.498274,1659.471792,971.8366454
1406.918577,333.8478953,1296.651564,63.55412007,252.7413363,1789.22916,159.3155505,23991.045,63.79997741,888.7742517,1930.081074,1130.313588
1508.458685,325.5877445,1390.233482,68.14094713,270.9821805,1819.883127,170.8136702,25485.113,68.40454847,952.9188544,1882.32651,1102.347078
1535.240608,308.3790897,1414.916377,69.35075528,275.7933324,1826.8939,173.8463807,26248.81,69.61903673,969.8374481,1782.837792,1044.083489
1533.31385,310.444123,1413.140628,69.26371869,275.4472062,1842.919807,173.6282,26464.963,69.53166344,968.6202826,1794.776408,1051.075102
1541.020882,311.8208207,1420.243623,69.61186509,276.8317111,1827.750249,174.5009229,26572.459,69.88115663,973.488945,1802.735535,1055.736207
1537.167366,311.8208207,1416.692125,69.43779188,276.1394586,1816.813134,174.0645615,26396.072,69.70641003,971.0546137,1802.735535,1055.736207
1493.044621,286.3520062,1376.027494,67.44465436,268.2131709,1816.813134,169.0682245,25788.626,67.70556211,943.18153,1655.492203,969.5060781
1477.823245,276.7151665,1361.99909,66.75706577,265.4787761,1830.083899,167.3445981,25202.888,67.0153136,933.5659294,1599.778561,936.8784922
1477.823245,267.7666625,1361.99909,66.75706577,265.4787761,1804.670652,167.3445981,25154.05,67.0153136,933.5659294,1548.044407,906.5814143
1460.482424,276.7151665,1346.017353,65.9737364,262.3636403,1787.526334,165.3809717,25299.194,66.22895395,922.6114394,1599.778561,936.8784922
1416.552366,300.1189301,1305.530307,63.98930305,254.4719672,1787.081627,160.4064541,25353.213,64.23684387,894.8600793,1735.083178,1016.116949
1431.773742,321.4576691,1319.55871,64.67689163,257.2063621,1872.139362,162.1300804,25799.047,64.92709237,904.4756799,1858.449227,1088.363822
1537.167366,337.2896263,1416.692125,69.43779188,276.1394586,1956.656723,174.0645615,27181.643,69.70641003,971.0546137,1949.978818,1141.966306
1569.729593,325.5877445,1446.702293,70.90871117,281.9889945,1958.751505,177.7518176,27039.011,71.18301953,991.6247229,1882.32651,1102.347078
1458.748353,276.7151665,1344.41919,65.89540399,262.0521288,1932.439017,165.1846104,25331.138,66.15031851,921.5159978,1599.778561,936.8784922
1305.571098,249.8696544,1203.247177,58.97599455,234.5350963,1870.55656,147.8392436,23614.805,59.20414153,824.7513358,1444.576101,845.9872585
1175.32225,256.7531164,1083.206561,53.09232007,211.1369634,1786.853768,133.0902259,22323.01,53.29770622,742.4709364,1484.371588,869.292694
1089.196147,249.8696544,1003.830577,49.20178314,195.6651182,1732.803072,123.3375453,21579.455,49.39211885,688.063621,1444.576101,845.9872585
1070.121255,260.1948473,986.2506772,48.34012136,192.238471,1702.062166,121.1775576,21293.923,48.52712376,676.0136894,1504.269332,880.9454117
1054.899879,249.8696544,972.2222741,47.65253277,189.5040762,1686.653702,119.4539313,21176.71,47.83687526,666.3980889,1444.576101,845.9872585
1041.412574,256.0647807,959.7920339,47.04327659,187.0811928,1680.642477,117.9266663,21266.444,47.22526219,657.8779299,1480.3921,866.9621859
1064.340981,259.5065117,980.9234312,48.07901156,191.2000924,1680.19777,120.5230154,21842.22,48.26500387,672.3621926,1500.289844,878.6149036
1140.833295,264.3249315,1051.420672,51.53436552,204.9413066,1677.605567,129.1847925,22997.563,51.73372477,720.6836803,1528.146665,894.9286966
1313.085442,287.0403594,1210.172586,59.31543674,235.8849863,1698.341663,148.690147,24168.635,59.54489684,829.498274,1659.471792,971.8366454
1406.918577,333.8478953,1296.651564,63.55412007,252.7413363,1789.22916,159.3155505,25723.247,63.79997741,888.7742517,1930.081074,1130.313588
1508.458685,325.5877445,1390.233482,68.14094713,270.9821805,1819.883127,170.8136702,27391.392,68.40454847,952.9188544,1882.32651,1102.347078
1535.240608,308.3790897,1414.916377,69.35075528,275.7933324,1826.8939,173.8463807,28114.741,69.61903673,969.8374481,1782.837792,1044.083489
1533.31385,310.444123,1413.140628,69.26371869,275.4472062,1842.919807,173.6282,28511.98,69.53166344,968.6202826,1794.776408,1051.075102
1541.020882,311.8208207,1420.243623,69.61186509,276.8317111,1827.750249,174.5009229,28503.578,69.88115663,973.488945,1802.735535,1055.736207
1537.167366,311.8208207,1416.692125,69.43779188,276.1394586,1816.813134,174.0645615,28505.755,69.70641003,971.0546137,1802.735535,1055.736207
1493.044621,286.3520062,1376.027494,67.44465436,268.2131709,1816.813134,169.0682245,28389.908,67.70556211,943.18153,1655.492203,969.5060781
1477.823245,276.7151665,1361.99909,66.75706577,265.4787761,1830.083899,167.3445981,28431.528,67.0153136,933.5659294,1599.778561,936.8784922
1477.823245,267.7666625,1361.99909,66.75706577,265.4787761,1804.670652,167.3445981,28653.484,67.0153136,933.5659294,1548.044407,906.5814143
1460.482424,276.7151665,1346.017353,65.9737364,262.3636403,1787.526334,165.3809717,28634.858,66.22895395,922.6114394,1599.778561,936.8784922
1416.552366,300.1189301,1305.530307,63.98930305,254.4719672,1787.081627,160.4064541,28373.628,64.23684387,894.8600793,1735.083178,1016.116949
1431.773742,321.4576691,1319.55871,64.67689163,257.2063621,1872.139362,162.1300804,28143.478,64.92709237,904.4756799,1858.449227,1088.363822
1537.167366,337.2896263,1416.692125,69.43779188,276.1394586,1956.656723,174.0645615,29124.566,69.70641003,971.0546137,1949.978818,1141.966306
1569.729593,325.5877445,1446.702293,70.90871117,281.9889945,1958.751505,177.7518176,28579.212,71.18301953,991.6247229,1882.32651,1102.347078
1458.748353,276.7151665,1344.41919,65.89540399,262.0521288,1932.439017,165.1846104,26400.281,66.15031851,921.5159978,1599.778561,936.8784922
1305.571098,249.8696544,1203.247177,58.97599455,234.5350963,1870.55656,147.8392436,24598.116,59.20414153,824.7513358,1444.576101,845.9872585
1175.32225,256.7531164,1083.206561,53.09232007,211.1369634,1786.853768,133.0902259,23313.296,53.29770622,742.4709364,1484.371588,869.292694
1073.40342,265.3843931,989.2756027,48.48838515,192.8280849,1732.803072,121.5492208,22414.075,48.67596111,678.0870883,1534.271749,898.5157308
1034.072611,257.873522,953.0273399,46.71171167,185.762629,1702.062166,117.0955093,21981.542,46.89241462,653.2411516,1490.849011,873.0860674
1014.407207,260.3771528,934.9032085,45.82337493,182.2299011,1686.653702,114.8686536,21845.559,46.00064137,640.8181833,1505.323298,881.5626458
1002.607945,262.0462329,924.0287112,45.29037198,180.1102607,1680.642477,113.5325379,22003.955,45.46557652,633.3643896,1514.972781,887.2136741
1012.440646,262.8807835,933.0907767,45.73454034,181.8766247,1680.19777,114.6459657,22569.968,45.91146313,639.5758737,1519.797584,890.0392242
1012.440646,275.3989161,933.0907767,45.73454034,181.8766247,1677.605567,114.6459657,23978.079,45.91146313,639.5758737,1592.168899,932.4220444
1045.871824,300.4351812,963.901791,47.24471236,187.8822604,1698.341663,118.4316194,24932.635,47.4274772,660.6949136,1736.911525,1017.187685
1142.232335,310.449683,1052.710063,51.59756375,205.1926326,1789.22916,129.3432159,26135.151,51.79716748,721.5674776,1794.808552,1051.093927
1256.291689,305.4424215,1157.830034,56.74991729,225.6824564,1819.883127,142.2589803,27663.864,56.96945276,793.6207002,1765.859977,1034.14077
1299.555569,291.2552088,1197.703114,58.70425769,233.4544561,1826.8939,147.1580618,28067.833,58.93135346,820.9512245,1683.83918,986.1069213
1325.120604,287.9170486,1221.264494,59.85909589,238.0470042,1842.919807,150.0529754,28583.974,60.09065912,837.1010895,1664.540212,974.8048646
1346.752519,302.9387907,1241.201011,60.83626496,241.9329995,1827.750249,152.5025133,28802.731,61.07160834,850.7663359,1751.38569,1025.664191
1332.986746,312.9533137,1228.514128,60.21442968,239.4600917,1816.813134,150.9437154,28708.423,60.44736751,842.0702642,1809.282838,1059.570505
1256.291689,297.9315504,1157.830034,56.74991729,225.6824564,1816.813134,142.2589803,28454.14,56.96945276,793.6207002,1722.437238,1008.711106
1187.462775,283.7443378,1094.395574,53.64073871,213.3179087,1830.083899,134.4649852,28298.289,53.84824641,750.1403112,1640.416441,960.6772579
1155.998108,278.7370763,1065.396945,52.219399,207.6655403,1804.670652,130.9020138,28509.282,52.42140829,730.2635489,1611.467866,943.7241011
1169.763881,285.4134179,1078.083828,52.84123428,210.1384481,1787.526334,132.4608117,28456.676,53.04564911,738.9596206,1650.065925,966.3282862
1201.228548,295.4279197,1107.082457,54.26257397,215.7908164,1787.081627,136.0237831,28349.141,54.47248721,758.8363826,1707.96295,1000.234528
1234.659725,322.9678155,1137.893471,55.77274598,221.7964521,1872.139362,139.8094367,28245.998,55.98850129,779.9554226,1867.179865,1093.476747
1372.317555,357.1840424,1264.762391,61.99110318,246.5255477,1956.656723,155.3974269,29532.133,62.23091403,866.9162012,2064.994777,1209.323114
1454.912243,337.9895682,1340.883734,65.72211703,261.3630031,1958.751505,164.7502199,28874.245,65.9763612,919.0926618,1954.025405,1144.336109
1329.053675,304.607892,1224.889311,60.03676279,238.7535479,1932.439017,150.4983454,26621.149,60.26901332,839.5856769,1761.035297,1031.315292
1207.128179,281.240707,1112.519706,54.52907545,216.8506366,1870.55656,136.691841,24786.908,54.74001965,762.5632796,1625.942154,952.2006795
1093.068824,266.2189437,1007.399734,49.37672189,196.3608128,1786.853768,123.7760765,23481.35,49.56773435,690.5100566,1539.096552,901.3412809
1073.40342,265.3843931,989.2756027,48.48838515,192.8280849,1732.803072,121.5492208,22472.668,48.67596111,678.0870883,1534.271749,898.5157308
1034.072611,257.873522,953.0273399,46.71171167,185.762629,1702.062166,117.0955093,22128.824,46.89241462,653.2411516,1490.849011,873.0860674
1014.407207,260.3771528,934.9032085,45.82337493,182.2299011,1686.653702,114.8686536,21950.619,46.00064137,640.8181833,1505.323298,881.5626458
1002.607945,262.0462329,924.0287112,45.29037198,180.1102607,1680.642477,113.5325379,22136.366,45.46557652,633.3643896,1514.972781,887.2136741
